Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[153]    0.0    0.00    0.00   29768         compute_allextras_idealgas [153]
-----------------------------------------------
                0.00    0.00   29768/29768       eosdump_content [114]
[154]    0.0    0.00    0.00   29768         compute_temp [154]
                0.00    0.00   29768/29768       compute_temp_idealgas [155]
-----------------------------------------------
                0.00    0.00   29768/29768       compute_temp [154]
[155]    0.0    0.00    0.00   29768         compute_temp_idealgas [155]
-----------------------------------------------
                0.00    0.00   29768/29768       eosdump_content [114]
[156]    0.0    0.00    0.00   29768         get_EOS_parms [156]
                0.00    0.00   29768/29768       get_EOS_parms_idealgas [157]
-----------------------------------------------
                0.00    0.00   29768/29768       get_EOS_parms [156]
[157]    0.0    0.00    0.00   29768         get_EOS_parms_idealgas [157]
-----------------------------------------------
                0.00    0.00   29768/29768       eosdump_content [114]
[158]    0.0    0.00    0.00   29768         get_extrasprocessed [158]
                0.00    0.00   29768/29768       get_extrasprocessed_idealgas [159]
-----------------------------------------------
                0.00    0.00   29768/29768       get_extrasprocessed [158]
[159]    0.0    0.00    0.00   29768         get_extrasprocessed_idealgas [159]
                0.00    0.00   29768/29768       compute_allextras_idealgas [153]
-----------------------------------------------
                0.00    0.00   14900/14900       matrix_inverse [161]
[160]    0.0    0.00    0.00   14900         gaussj [160]
                0.00    0.00   44700/44700       ivector [148]
                0.00    0.00   44700/44700       free_ivector [147]
-----------------------------------------------
                0.00    0.00       8/14900       set_grid [127]
                0.00    0.00   14892/14900       gcon_func [163]
[161]    0.0    0.00    0.00   14900         matrix_inverse [161]
                0.00    0.00   14900/14900       gaussj [160]
                0.00    0.00       1/2           dmatrix [194]
-----------------------------------------------
                0.00    0.00       1/14894       set_drsing [131]
                0.00    0.00       9/14894       set_grid [127]
                0.00    0.00   14884/14894       gset [121]
[162]    0.0    0.00    0.00   14894         coord_ijk [162]
-----------------------------------------------
                0.00    0.00       8/14892       set_grid [127]
                0.00    0.00   14884/14892       gset [121]
[163]    0.0    0.00    0.00   14892         gcon_func [163]
                0.00    0.00   14892/14900       matrix_inverse [161]
-----------------------------------------------
                0.00    0.00   14884/14884       gset [121]
[164]    0.0    0.00    0.00   14884         assign_eomfunc [164]
-----------------------------------------------
                0.00    0.00   14884/14884       bl2met2metp2v [115]
[165]    0.0    0.00    0.00   14884         coordtrans [165]
-----------------------------------------------
                0.00    0.00   14884/14884       init_dsandvels [120]
[166]    0.0    0.00    0.00   14884         get_compdimen [166]
-----------------------------------------------
                0.00    0.00   14884/14884       bl2met2metp2v [115]
[167]    0.0    0.00    0.00   14884         idxdxprim_ijk [167]
-----------------------------------------------
                0.00    0.00   14884/14884       bl2met2metp2v [115]
[168]    0.0    0.00    0.00   14884         ucon_calc_3vel [168]
-----------------------------------------------
                0.00    0.00       1/4895        myexit [129]
                0.00    0.00       2/4895        divbmaxavg [193]
                0.00    0.00       8/4895        diag [15]
                0.00    0.00      40/4895        main [1]
                0.00    0.00    4844/4895        dump_ener [65]
[169]    0.0    0.00    0.00    4895         myfprintf [169]
-----------------------------------------------
                0.00    0.00       2/255         bound_allprim [122]
                0.00    0.00      85/255         bound_prim [103]
                0.00    0.00     168/255         bound_evolveprim [87]
[170]    0.0    0.00    0.00     255         bound_prim_user_after_mpi [170]
-----------------------------------------------
                0.00    0.00     113/113         dump_gen [32]
[171]    0.0    0.00    0.00     113         getsizeofdatatype [171]
-----------------------------------------------
                0.00    0.00       1/106         init [38]
                0.00    0.00      21/106         step_ch_full [2]
                0.00    0.00      84/106         step_ch_simplempi [3]
[172]    0.0    0.00    0.00     106         error_check [172]
-----------------------------------------------
                0.00    0.00      96/96          dump_gen [32]
[173]    0.0    0.00    0.00      96         image_header [173]
-----------------------------------------------
                0.00    0.00      96/96          image_dump [18]
[174]    0.0    0.00    0.00      96         logsfprintf [174]
-----------------------------------------------
                0.00    0.00       1/87          init [38]
                0.00    0.00       2/87          init_primitives [89]
                0.00    0.00      84/87          step_ch_simplempi [3]
[175]    0.0    0.00    0.00      87         pre_fixup [175]
-----------------------------------------------
                0.00    0.00       1/85          init [38]
                0.00    0.00      84/85          step_ch_simplempi [3]
[176]    0.0    0.00    0.00      85         compute_EOS_parms [176]
                0.00    0.00      85/85          compute_EOS_parms_idealgas [177]
-----------------------------------------------
                0.00    0.00      85/85          compute_EOS_parms [176]
[177]    0.0    0.00    0.00      85         compute_EOS_parms_idealgas [177]
-----------------------------------------------
                0.00    0.00      84/84          post_fixup [76]
[178]    0.0    0.00    0.00      84         bound_pflag [178]
                0.00    0.00      84/84          bound_pflag_user [179]
-----------------------------------------------
                0.00    0.00      84/84          bound_pflag [178]
[179]    0.0    0.00    0.00      84         bound_pflag_user [179]
-----------------------------------------------
                0.00    0.00      84/84          advance_standard [5]
[180]    0.0    0.00    0.00      84         compute_new_metric_substep [180]
-----------------------------------------------
                0.00    0.00      84/84          fluxcalc [6]
[181]    0.0    0.00    0.00      84         preinterp_flux_point2avg [181]
-----------------------------------------------
                0.00    0.00      10/31          set_dt [85]
                0.00    0.00      21/31          step_ch_simplempi [3]
[182]    0.0    0.00    0.00      31         mpifmin [182]
-----------------------------------------------
                0.00    0.00       1/22          myexit [129]
                0.00    0.00       8/22          diag [15]
                0.00    0.00      13/22          dump_ener [65]
[183]    0.0    0.00    0.00      22         myfclose [183]
-----------------------------------------------
                0.00    0.00      21/21          step_ch_full [2]
[184]    0.0    0.00    0.00      21         control_metric_update [184]
-----------------------------------------------
                0.00    0.00       8/21          diag [15]
                0.00    0.00      13/21          dump_ener [65]
[185]    0.0    0.00    0.00      21         myfopen [185]
-----------------------------------------------
                0.00    0.00      21/21          step_ch_full [2]
[186]    0.0    0.00    0.00      21         postdt [186]
-----------------------------------------------
                0.00    0.00      21/21          step_ch_simplempi [3]
[187]    0.0    0.00    0.00      21         setup_rktimestep [187]
-----------------------------------------------
                0.00    0.00      20/20          main [1]
[188]    0.0    0.00    0.00      20         mpiisum0 [188]
-----------------------------------------------
                0.00    0.00      16/16          gcov2gcovprim [190]
[189]    0.0    0.00    0.00      16         dxdxprim_ijk_2 [189]
-----------------------------------------------
                0.00    0.00      16/16          gcov_func [150]
[190]    0.0    0.00    0.00      16         gcov2gcovprim [190]
                0.00    0.00      16/16          dxdxprim_ijk_2 [189]
-----------------------------------------------
                0.00    0.00      10/10          set_dt [85]
[191]    0.0    0.00    0.00      10         dualfprintf [191]
-----------------------------------------------
                0.00    0.00       8/8           dump_ener [65]
[192]    0.0    0.00    0.00       8         integratel [192]
-----------------------------------------------
                0.00    0.00       2/2           dump_ener [65]
[193]    0.0    0.00    0.00       2         divbmaxavg [193]
                0.00    0.00   20000/79536       setfdivb [144]
                0.00    0.00       2/4895        myfprintf [169]
-----------------------------------------------
                0.00    0.00       1/2           matrix_inverse [161]
                0.00    0.00       1/2           gdet_func_singcheck [151]
[194]    0.0    0.00    0.00       2         dmatrix [194]
-----------------------------------------------
                0.00    0.00       1/1           set_grid [127]
[195]    0.0    0.00    0.00       1         conn_func [195]
                0.00    0.00       1/1           set_conn_cartminkmetric [204]
-----------------------------------------------
                0.00    0.00       1/1           set_grid [127]
[196]    0.0    0.00    0.00       1         control_time_store_metric [196]
-----------------------------------------------
                0.00    0.00       1/1           ludcmp [152]
[197]    0.0    0.00    0.00       1         dvector [197]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[198]    0.0    0.00    0.00       1         init_consts [198]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[199]    0.0    0.00    0.00       1         init_global [199]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[200]    0.0    0.00    0.00       1         init_grid [200]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[201]    0.0    0.00    0.00       1         init_grid_post_set_grid [201]
-----------------------------------------------
                0.00    0.00       1/1           post_par_set [126]
[202]    0.0    0.00    0.00       1         interp_loop_set [202]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[203]    0.0    0.00    0.00       1         prepre_init_specific_init [203]
-----------------------------------------------
                0.00    0.00       1/1           conn_func [195]
[204]    0.0    0.00    0.00       1         set_conn_cartminkmetric [204]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[205]    0.0    0.00    0.00       1         set_coord_parms [205]
-----------------------------------------------
                0.00    0.00       1/1           set_grid [127]
[206]    0.0    0.00    0.00       1         set_points [206]
-----------------------------------------------
                0.00    0.00       1/1           init [38]
[207]    0.0    0.00    0.00       1         write_coord_parms [207]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.


Index by function name

  [97] PtoP                  [132] dxdxprim_ijk          [161] matrix_inverse
  [24] UtoU                  [189] dxdxprim_ijk_2         [71] max
  [16] Utoprim_jon_nonrelcompat_inputnorestmass [135] eomfunc_func [9] mhd_calc_norestmass
  [12] Utoprimgen            [105] eosdump               [182] mpifmin
  [17] Utoprimgen_pick       [114] eosdump_content       [188] mpiisum0
  [44] Wp2prim               [172] error_check           [129] myexit
   [4] advance                [13] ffdestresstensor_dir  [183] myfclose
   [5] advance_standard       [86] fieldline_content     [185] myfopen
 [164] assign_eomfunc        [106] fieldlinedump         [169] myfprintf
 [115] bl2met2metp2v          [20] find_root_1D_gen_Eprime (utoprim_jon.c) [51] myfwrite
  [48] bl_coord               [75] fixup_utoprim          [99] myget
 [134] bl_coord_ijk           [52] flux2dUavg             [47] myset
 [149] bl_coord_ijk_2         [36] flux_compute          [111] pi2Uavg
 [122] bound_allprim          [10] flux_compute_general  [141] pick_validate_x (utoprim_jon.c)
  [87] bound_evolveprim       [39] flux_ct               [139] pickeos_eomtype
 [178] bound_pflag           [118] flux_point2avg         [76] post_fixup
 [179] bound_pflag_user        [6] fluxcalc              [102] post_init_specific_init
 [103] bound_prim              [7] fluxcalc_flux         [126] post_par_set
  [73] bound_prim_user         [8] fluxcalc_standard     [186] postdt
 [170] bound_prim_user_after_mpi [117] fluxdump_content  [175] pre_fixup
  [70] bsq_calc              [107] fluxdumpdump           [41] pre_init
  [95] check_Wp               [98] forcefree_inversion   [130] pre_init_specific_init
 [140] check_on_inversion (utoprim_jon.c) [147] free_ivector [181] preinterp_flux_point2avg
 [138] choose_limiter         [22] func_Eprime (utoprim_jon.c) [203] prepre_init_specific_init
 [176] compute_EOS_parms     [160] gaussj                 [54] pressure_rho0_u
 [177] compute_EOS_parms_idealgas [163] gcon_func         [60] pressure_rho0_u_idealgas
 [153] compute_allextras_idealgas [190] gcov2gcovprim     [81] pressure_rho0_w
  [92] compute_entropy       [150] gcov_func              [55] pressure_wmrho0
  [93] compute_entropy_idealgas [151] gdet_func_singcheck [56] pressure_wmrho0_idealgas
  [94] compute_idrho0dp      [112] gdump                  [28] primtoU
 [136] compute_idrho0dp_idealgas [88] gdump_content       [11] primtoflux
  [58] compute_idwmrho0dp    [156] get_EOS_parms          [96] prminmaxsum
  [59] compute_idwmrho0dp_idealgas [157] get_EOS_parms_idealgas [49] raise_vec
 [180] compute_new_metric_substep [80] get_cold_W_fromEN [113] rdump_content
  [68] compute_setup_quantities [166] get_compdimen      [119] recompute_fluxpositions
 [154] compute_temp          [158] get_extrasprocessed   [109] remapdq
 [155] compute_temp_idealgas [159] get_extrasprocessed_idealgas [110] remapplpr
  [29] compute_vorticity      [31] get_geometry           [91] restart_write
 [195] conn_func              [26] get_global_wavespeeds  [62] set_arrays
  [67] constotal              [27] get_state             [204] set_conn_cartminkmetric
 [184] control_metric_update  [57] get_wavespeeds        [205] set_coord_parms
 [196] control_time_store_metric [42] getplpr            [131] set_drsing
  [72] coord                 [171] getsizeofdatatype      [85] set_dt
 [162] coord_ijk              [74] global_vchar          [127] set_grid
 [165] coordtrans            [121] gset                   [61] set_guess_Wp
  [63] cs2_compute           [167] idxdxprim_ijk         [206] set_points
  [64] cs2_compute_idealgas   [46] image_content         [144] setfdivb
  [77] current_calc           [18] image_dump            [187] setup_rktimestep
  [78] current_calc_1        [173] image_header          [142] signavoidzero
  [43] current_doprecalc      [38] init                   [35] simplefast
  [69] dUtoU                 [108] init_conservatives     [23] slope_lim_3points
 [116] debug_content         [198] init_consts            [82] slope_lim_point
 [104] debugdump             [120] init_dsandvels         [14] slope_lim_pointtype
  [79] dfun2fun_kazfull       [45] init_dumps             [19] source
  [15] diag                  [128] init_genfiles          [21] source_conn
  [53] diag_flux             [199] init_global           [143] sourcephysics
  [40] diag_source_all       [200] init_grid               [2] step_ch_full
  [25] diag_source_comp      [201] init_grid_post_set_grid [3] step_ch_simplempi
 [193] divbmaxavg            [124] init_mpi              [101] trifprintf
 [194] dmatrix               [125] init_placeongrid       [83] u_rho0_p
 [191] dualfprintf            [89] init_primitives       [100] u_rho0_p_idealgas
  [90] dump                   [66] integrate             [168] ucon_calc_3vel
  [50] dump_content          [192] integratel             [37] ucon_calc_rel4vel
  [65] dump_ener             [202] interp_loop_set       [137] validate_x_1d (utoprim_jon.c)
  [32] dump_gen              [148] ivector                [30] vchar
 [133] dump_header           [174] logsfprintf            [84] verify_Wlast
 [197] dvector               [145] lower_vec             [207] write_coord_parms
  [33] dxdxp_numerical       [146] lowerf                [123] write_restart_header
  [34] dxdxprim              [152] ludcmp
